DAPI-01,TRUE
Blank,TRUE
Blank,TRUE
Blank,TRUE
DAPI-02,TRUE
CD31,FALSE
CD8,TRUE
CD45,FALSE
DAPI-03,TRUE
CD20,TRUE
Ki67,TRUE
CD3e,TRUE
DAPI-04,TRUE
Actin,FALSE
Podoplanin,FALSE
CD68,FALSE
DAPI-05,TRUE
PanCK,FALSE
CD21,TRUE
CD4,TRUE
DAPI-06,TRUE
Empty,TRUE
CD45RO,TRUE
CD11c,TRUE
DAPI-07,TRUE
Empty,TRUE
E-CAD,TRUE
CD107a,TRUE
DAPI-08,TRUE
Empty,TRUE
CD44,FALSE
HistoneH3,FALSE
DAPI-09,TRUE
Blank,TRUE
Blank,TRUE
Blank,TRUE
