,f1_score,quality_score,expert,Method,tile,jaccard_thre,TP,FP,FN
20,0.26815897670169025,1.1600260346196845,expert2,DeepCell 0.6.0 cyto,tile1,0.45,587,1697,1507
21,0.6490172482952267,1.2018233460069285,expert2,Cellpose 2.1.0,tile1,0.45,1618,1274,476
22,0.6658576051779935,1.1642344467582062,expert2,Cellpose 0.6.1,tile1,0.45,1646,1204,448
23,0.6779448621553885,1.1095345236567906,expert2,Cellpose 0.0.3.1,tile1,0.45,1623,1071,471
24,0.09464117831400815,0.5013646077089747,expert2,CellProfiler,tile1,0.45,151,946,1943
25,0.06220095693779904,0.008498220205465826,expert2,CellX,tile1,0.45,78,336,2016
26,0.11299028427491904,0.24802265842043594,expert2,AICS(classic),tile1,0.45,157,528,1937
27,0.0,0.25322929376201453,expert2,Cellsegm,tile1,0.45,0,26,2094
28,0.0036010082823190494,0.6201126319279938,expert2,Voronoi,tile1,0.45,5,678,2089
29,0.4535746606334842,1.3572295817168887,expert2,Expert1,tile1,0.45,1253,2178,841
30,0.5019122199963577,1.3331190988651311,expert1,DeepCell 0.12.3 mem,tile2,0.45,1378,1054,1681
31,0.49783236994219654,1.3709160858915808,expert1,DeepCell 0.12.3 cyto,tile2,0.45,1378,1099,1681
32,0.5472511678045275,1.2558560717874183,expert1,DeepCell 0.9.0 mem,tile2,0.45,1523,984,1536
33,0.5730516598615303,1.2711864491608593,expert1,DeepCell 0.9.0 cyto,tile2,0.45,1614,960,1445
34,0.31911652703731913,1.2917111006643762,expert1,DeepCell 0.6.0 mem,tile2,0.45,838,1355,2221
35,0.32141484044598234,1.3065462669912957,expert1,DeepCell 0.6.0 cyto,tile2,0.45,836,1307,2223
36,0.5680742947257753,1.2137291415782419,expert1,Cellpose 2.1.0,tile2,0.45,1621,1027,1438
37,0.5724828676858197,1.1912177173356582,expert1,Cellpose 0.6.1,tile2,0.45,1629,1003,1430
38,0.5562770562770563,1.138137617365024,expert1,Cellpose 0.0.3.1,tile2,0.45,1542,943,1517
39,0.010348258706467661,0.8366869965031819,expert1,CellProfiler,tile2,0.45,26,1940,3033
40,0.05122166617603768,0.17854701206200294,expert1,CellX,tile2,0.45,87,251,2972
41,0.06500134300295461,0.3956893658413503,expert1,AICS(classic),tile2,0.45,121,543,2938
42,0.0,0.6069470210966394,expert1,Cellsegm,tile2,0.45,0,11,3059
43,0.00697612020391736,0.6723327786585072,expert1,Voronoi,tile2,0.45,13,655,3046
44,0.4506704022413448,0.8954701774204219,expert1,Expert2,tile2,0.45,1126,812,1933
45,0.45491990846681923,1.3331190988651311,expert2,DeepCell 0.12.3 mem,tile2,0.45,994,1438,944
46,0.44756511891279727,1.3709160858915808,expert2,DeepCell 0.12.3 cyto,tile2,0.45,988,1489,950
47,0.5511811023622047,1.2558560717874183,expert2,DeepCell 0.9.0 mem,tile2,0.45,1225,1282,713
48,0.6112588652482269,1.2711864491608593,expert2,DeepCell 0.9.0 cyto,tile2,0.45,1379,1195,559
49,0.2657952069716776,1.2917111006643762,expert2,DeepCell 0.6.0 mem,tile2,0.45,549,1644,1389
50,0.25728987993138935,1.3065462669912957,expert2,DeepCell 0.6.0 cyto,tile2,0.45,525,1618,1413
51,0.6088094199738334,1.2137291415782419,expert2,Cellpose 2.1.0,tile2,0.45,1396,1252,542
52,0.6227571115973741,1.1912177173356582,expert2,Cellpose 0.6.1,tile2,0.45,1423,1209,515
53,0.6457155776622202,1.138137617365024,expert2,Cellpose 0.0.3.1,tile2,0.45,1428,1057,510
54,0.015368852459016393,0.8366869965031819,expert2,CellProfiler,tile2,0.45,30,1936,1908
55,0.06942003514938488,0.17854701206200294,expert2,CellX,tile2,0.45,79,259,1859
56,0.1398923904688701,0.3956893658413503,expert2,AICS(classic),tile2,0.45,182,482,1756
57,0.0,0.6069470210966394,expert2,Cellsegm,tile2,0.45,0,11,1938
58,0.013046815042210284,0.6723327786585072,expert2,Voronoi,tile2,0.45,17,651,1921
59,0.4506704022413448,1.33199888670863,expert2,Expert1,tile2,0.45,1126,1933,812
