,f1_score,quality_score,expert,Method,tile,jaccard_thre,TP,FP,FN
19,0.8708155470680746,1.2262171823123826,expert2,DeepCell 0.6.0 mem,tile1,0.13,1938,419,156
20,0.8752855185015989,1.1600260346196845,expert2,DeepCell 0.6.0 cyto,tile1,0.13,1916,368,178
21,0.8110709987966306,1.2018233460069285,expert2,Cellpose 2.1.0,tile1,0.13,2022,870,72
22,0.8143203883495146,1.1642344467582062,expert2,Cellpose 0.6.1,tile1,0.13,2013,837,81
23,0.8387635756056808,1.1095345236567906,expert2,Cellpose 0.0.3.1,tile1,0.13,2008,686,86
24,0.19053588216859918,0.5013646077089747,expert2,CellProfiler,tile1,0.13,304,793,1790
25,0.21929824561403508,0.008498220205465826,expert2,CellX,tile1,0.13,275,139,1819
26,0.4166966534724721,0.24802265842043594,expert2,AICS(classic),tile1,0.13,579,106,1515
27,0.016037735849056604,0.25322929376201453,expert2,Cellsegm,tile1,0.13,17,9,2077
28,0.28159884767734966,0.6201126319279938,expert2,Voronoi,tile1,0.13,391,292,1703
29,0.7529411764705882,1.3572295817168887,expert2,Expert1,tile1,0.13,2080,1351,14
30,0.7998543070478965,1.3331190988651311,expert1,DeepCell 0.12.3 mem,tile2,0.13,2196,236,863
31,0.8078034682080925,1.3709160858915808,expert1,DeepCell 0.12.3 cyto,tile2,0.13,2236,241,823
32,0.801293568091987,1.2558560717874183,expert1,DeepCell 0.9.0 mem,tile2,0.13,2230,277,829
33,0.8134209124800285,1.2711864491608593,expert1,DeepCell 0.9.0 cyto,tile2,0.13,2291,283,768
34,0.7684691546077684,1.2917111006643762,expert1,DeepCell 0.6.0 mem,tile2,0.13,2018,175,1041
35,0.7562475970780469,1.3065462669912957,expert1,DeepCell 0.6.0 cyto,tile2,0.13,1967,176,1092
36,0.8028736639215,1.2137291415782419,expert1,Cellpose 2.1.0,tile2,0.13,2291,357,768
37,0.7931822175364611,1.1912177173356582,expert1,Cellpose 0.6.1,tile2,0.13,2257,375,802
38,0.7968975468975469,1.138137617365024,expert1,Cellpose 0.0.3.1,tile2,0.13,2209,276,850
39,0.019502487562189055,0.8366869965031819,expert1,CellProfiler,tile2,0.13,49,1917,3010
40,0.15484250809537828,0.17854701206200294,expert1,CellX,tile2,0.13,263,75,2796
41,0.33199033037872683,0.3956893658413503,expert1,AICS(classic),tile2,0.13,618,46,2441
42,0.0006514657980456026,0.6069470210966394,expert1,Cellsegm,tile2,0.13,1,10,3058
43,0.23504158840890796,0.6723327786585072,expert1,Voronoi,tile2,0.13,438,230,2621
44,0.748449069441665,0.8954701774204219,expert1,Expert2,tile2,0.13,1870,68,1189
45,0.8475972540045766,1.3331190988651311,expert2,DeepCell 0.12.3 mem,tile2,0.13,1852,580,86
46,0.8498301245753115,1.3709160858915808,expert2,DeepCell 0.12.3 cyto,tile2,0.13,1876,601,62
47,0.8364454443194601,1.2558560717874183,expert2,DeepCell 0.9.0 mem,tile2,0.13,1859,648,79
48,0.8359929078014184,1.2711864491608593,expert2,DeepCell 0.9.0 cyto,tile2,0.13,1886,688,52
49,0.8704914064391188,1.2917111006643762,expert2,DeepCell 0.6.0 mem,tile2,0.13,1798,395,140
50,0.8733153638814016,1.3065462669912957,expert2,DeepCell 0.6.0 cyto,tile2,0.13,1782,361,156
51,0.8076755342346271,1.2137291415782419,expert2,Cellpose 2.1.0,tile2,0.13,1852,796,86
52,0.799562363238512,1.1912177173356582,expert2,Cellpose 0.6.1,tile2,0.13,1827,805,111
53,0.8252317431607507,1.138137617365024,expert2,Cellpose 0.0.3.1,tile2,0.13,1825,660,113
54,0.025614754098360656,0.8366869965031819,expert2,CellProfiler,tile2,0.13,50,1916,1888
55,0.22144112478031636,0.17854701206200294,expert2,CellX,tile2,0.13,252,86,1686
56,0.4657955418908532,0.3956893658413503,expert2,AICS(classic),tile2,0.13,606,58,1332
57,0.00513083632632119,0.6069470210966394,expert2,Cellsegm,tile2,0.13,5,6,1933
58,0.3399846508058327,0.6723327786585072,expert2,Voronoi,tile2,0.13,443,225,1495
59,0.748449069441665,1.33199888670863,expert2,Expert1,tile2,0.13,1870,1189,68
